method	numPRD	N	alpha	beta	MAP
lmjm_0.4_rocchio_TFIDF	45	60	1.0	20.0	0.2798
lmjm_0.4_rocchio_TFIDF	45	60	1.0	22.5	0.2775
lmjm_0.4_rocchio_TFIDF	45	60	1.0	25.0	0.277
lmjm_0.4_rocchio_TFIDF	45	60	1.0	27.5	0.2767
lmjm_0.4_rocchio_TFIDF	45	60	1.0	30.0	0.2764
lmjm_0.4_rocchio_TFIDF	45	60	1.0	32.5	0.2757
lmjm_0.4_rocchio_TFIDF	45	60	1.0	35.0	0.2746
lmjm_0.4_rocchio_TFIDF	45	60	1.0	40.0	0.2732
lmjm_0.4_rocchio_TFIDF	45	60	1.0	45.0	0.2718
lmjm_0.4_rocchio_TFIDF	45	65	1.0	5.0	0.2684
lmjm_0.4_rocchio_TFIDF	45	65	1.0	7.5	0.2748
lmjm_0.4_rocchio_TFIDF	45	65	1.0	10.0	0.2769
lmjm_0.4_rocchio_TFIDF	45	65	1.0	12.5	0.2794
lmjm_0.4_rocchio_TFIDF	45	65	1.0	15.0	0.2805
lmjm_0.4_rocchio_TFIDF	45	65	1.0	17.5	0.2815
lmjm_0.4_rocchio_TFIDF	45	65	1.0	20.0	0.28
lmjm_0.4_rocchio_TFIDF	45	65	1.0	22.5	0.278
lmjm_0.4_rocchio_TFIDF	45	65	1.0	25.0	0.2775
lmjm_0.4_rocchio_TFIDF	45	65	1.0	27.5	0.277
lmjm_0.4_rocchio_TFIDF	45	65	1.0	30.0	0.2765
lmjm_0.4_rocchio_TFIDF	45	65	1.0	32.5	0.2757
lmjm_0.4_rocchio_TFIDF	45	65	1.0	35.0	0.2748
lmjm_0.4_rocchio_TFIDF	45	65	1.0	40.0	0.2739
lmjm_0.4_rocchio_TFIDF	45	65	1.0	45.0	0.2728
lmjm_0.4_rocchio_TFIDF	45	70	1.0	5.0	0.2689
lmjm_0.4_rocchio_TFIDF	45	70	1.0	7.5	0.2748
lmjm_0.4_rocchio_TFIDF	45	70	1.0	10.0	0.2761
lmjm_0.4_rocchio_TFIDF	45	70	1.0	12.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	70	1.0	15.0	0.2803
lmjm_0.4_rocchio_TFIDF	45	70	1.0	17.5	0.2816
lmjm_0.4_rocchio_TFIDF	45	70	1.0	20.0	0.2799
lmjm_0.4_rocchio_TFIDF	45	70	1.0	22.5	0.2774
lmjm_0.4_rocchio_TFIDF	45	70	1.0	25.0	0.2765
lmjm_0.4_rocchio_TFIDF	45	70	1.0	27.5	0.2764
lmjm_0.4_rocchio_TFIDF	45	70	1.0	30.0	0.2764
lmjm_0.4_rocchio_TFIDF	45	70	1.0	32.5	0.276
lmjm_0.4_rocchio_TFIDF	45	70	1.0	35.0	0.2755
lmjm_0.4_rocchio_TFIDF	45	70	1.0	40.0	0.2741
lmjm_0.4_rocchio_TFIDF	45	70	1.0	45.0	0.2727
lmjm_0.4_rocchio_TFIDF	45	75	1.0	5.0	0.2688
lmjm_0.4_rocchio_TFIDF	45	75	1.0	7.5	0.2751
lmjm_0.4_rocchio_TFIDF	45	75	1.0	10.0	0.2764
lmjm_0.4_rocchio_TFIDF	45	75	1.0	12.5	0.2782
lmjm_0.4_rocchio_TFIDF	45	75	1.0	15.0	0.2805
lmjm_0.4_rocchio_TFIDF	45	75	1.0	17.5	0.2813
lmjm_0.4_rocchio_TFIDF	45	75	1.0	20.0	0.2784
lmjm_0.4_rocchio_TFIDF	45	75	1.0	22.5	0.2772
lmjm_0.4_rocchio_TFIDF	45	75	1.0	25.0	0.277
lmjm_0.4_rocchio_TFIDF	45	75	1.0	27.5	0.2773
lmjm_0.4_rocchio_TFIDF	45	75	1.0	30.0	0.2766
lmjm_0.4_rocchio_TFIDF	45	75	1.0	32.5	0.2755
lmjm_0.4_rocchio_TFIDF	45	75	1.0	35.0	0.2752
lmjm_0.4_rocchio_TFIDF	45	75	1.0	40.0	0.2741
lmjm_0.4_rocchio_TFIDF	45	75	1.0	45.0	0.2729
lmjm_0.4_rocchio_TFIDF	45	80	1.0	5.0	0.2686
lmjm_0.4_rocchio_TFIDF	45	80	1.0	7.5	0.2749
lmjm_0.4_rocchio_TFIDF	45	80	1.0	10.0	0.2762
lmjm_0.4_rocchio_TFIDF	45	80	1.0	12.5	0.279
lmjm_0.4_rocchio_TFIDF	45	80	1.0	15.0	0.2808
lmjm_0.4_rocchio_TFIDF	45	80	1.0	17.5	0.2812
lmjm_0.4_rocchio_TFIDF	45	80	1.0	20.0	0.2778
lmjm_0.4_rocchio_TFIDF	45	80	1.0	22.5	0.2771
lmjm_0.4_rocchio_TFIDF	45	80	1.0	25.0	0.2761
lmjm_0.4_rocchio_TFIDF	45	80	1.0	27.5	0.2764
lmjm_0.4_rocchio_TFIDF	45	80	1.0	30.0	0.2761
lmjm_0.4_rocchio_TFIDF	45	80	1.0	32.5	0.2755
lmjm_0.4_rocchio_TFIDF	45	80	1.0	35.0	0.2753
lmjm_0.4_rocchio_TFIDF	45	80	1.0	40.0	0.2744
lmjm_0.4_rocchio_TFIDF	45	80	1.0	45.0	0.2732
lmjm_0.4_rocchio_TFIDF	45	85	1.0	5.0	0.2707
lmjm_0.4_rocchio_TFIDF	45	85	1.0	7.5	0.2744
lmjm_0.4_rocchio_TFIDF	45	85	1.0	10.0	0.277
lmjm_0.4_rocchio_TFIDF	45	85	1.0	12.5	0.2789
lmjm_0.4_rocchio_TFIDF	45	85	1.0	15.0	0.2802
lmjm_0.4_rocchio_TFIDF	45	85	1.0	17.5	0.2816
lmjm_0.4_rocchio_TFIDF	45	85	1.0	20.0	0.278
lmjm_0.4_rocchio_TFIDF	45	85	1.0	22.5	0.2775
lmjm_0.4_rocchio_TFIDF	45	85	1.0	25.0	0.2774
lmjm_0.4_rocchio_TFIDF	45	85	1.0	27.5	0.2768
lmjm_0.4_rocchio_TFIDF	45	85	1.0	30.0	0.2766
lmjm_0.4_rocchio_TFIDF	45	85	1.0	32.5	0.276
lmjm_0.4_rocchio_TFIDF	45	85	1.0	35.0	0.2747
lmjm_0.4_rocchio_TFIDF	45	85	1.0	40.0	0.2747
lmjm_0.4_rocchio_TFIDF	45	85	1.0	45.0	0.2742
lmjm_0.4_rocchio_TFIDF	45	90	1.0	5.0	0.2708
lmjm_0.4_rocchio_TFIDF	45	90	1.0	7.5	0.2766
lmjm_0.4_rocchio_TFIDF	45	90	1.0	10.0	0.2778
lmjm_0.4_rocchio_TFIDF	45	90	1.0	12.5	0.28
lmjm_0.4_rocchio_TFIDF	45	90	1.0	15.0	0.2807
lmjm_0.4_rocchio_TFIDF	45	90	1.0	17.5	0.2817
lmjm_0.4_rocchio_TFIDF	45	90	1.0	20.0	0.2784
lmjm_0.4_rocchio_TFIDF	45	90	1.0	22.5	0.2775
lmjm_0.4_rocchio_TFIDF	45	90	1.0	25.0	0.2776
lmjm_0.4_rocchio_TFIDF	45	90	1.0	27.5	0.2769
lmjm_0.4_rocchio_TFIDF	45	90	1.0	30.0	0.2776
lmjm_0.4_rocchio_TFIDF	45	90	1.0	32.5	0.2771
lmjm_0.4_rocchio_TFIDF	45	90	1.0	35.0	0.2764
lmjm_0.4_rocchio_TFIDF	45	90	1.0	40.0	0.2758
lmjm_0.4_rocchio_TFIDF	45	90	1.0	45.0	0.2743
lmjm_0.4_rocchio_TFIDF	45	95	1.0	5.0	0.2716
lmjm_0.4_rocchio_TFIDF	45	95	1.0	7.5	0.2759
lmjm_0.4_rocchio_TFIDF	45	95	1.0	10.0	0.2784
lmjm_0.4_rocchio_TFIDF	45	95	1.0	12.5	0.2807
lmjm_0.4_rocchio_TFIDF	45	95	1.0	15.0	0.2812
lmjm_0.4_rocchio_TFIDF	45	95	1.0	17.5	0.2791
lmjm_0.4_rocchio_TFIDF	45	95	1.0	20.0	0.2778
lmjm_0.4_rocchio_TFIDF	45	95	1.0	22.5	0.2775
lmjm_0.4_rocchio_TFIDF	45	95	1.0	25.0	0.2777
lmjm_0.4_rocchio_TFIDF	45	95	1.0	27.5	0.2779
lmjm_0.4_rocchio_TFIDF	45	95	1.0	30.0	0.2768
lmjm_0.4_rocchio_TFIDF	45	95	1.0	32.5	0.2762
lmjm_0.4_rocchio_TFIDF	45	95	1.0	35.0	0.2757
lmjm_0.4_rocchio_TFIDF	45	95	1.0	40.0	0.2746
lmjm_0.4_rocchio_TFIDF	45	95	1.0	45.0	0.2734
lmjm_0.4_rocchio_TFIDF	45	100	1.0	5.0	0.2711
lmjm_0.4_rocchio_TFIDF	45	100	1.0	7.5	0.2773
lmjm_0.4_rocchio_TFIDF	45	100	1.0	10.0	0.2783
lmjm_0.4_rocchio_TFIDF	45	100	1.0	12.5	0.2805
lmjm_0.4_rocchio_TFIDF	45	100	1.0	15.0	0.2815
lmjm_0.4_rocchio_TFIDF	45	100	1.0	17.5	0.2795
lmjm_0.4_rocchio_TFIDF	45	100	1.0	20.0	0.2785
lmjm_0.4_rocchio_TFIDF	45	100	1.0	22.5	0.2777
lmjm_0.4_rocchio_TFIDF	45	100	1.0	25.0	0.278
lmjm_0.4_rocchio_TFIDF	45	100	1.0	27.5	0.2782
lmjm_0.4_rocchio_TFIDF	45	100	1.0	30.0	0.2777
lmjm_0.4_rocchio_TFIDF	45	100	1.0	32.5	0.2769
lmjm_0.4_rocchio_TFIDF	45	100	1.0	35.0	0.2761
lmjm_0.4_rocchio_TFIDF	45	100	1.0	40.0	0.2747
lmjm_0.4_rocchio_TFIDF	45	100	1.0	45.0	0.2737
lmjm_0.4_rocchio_TFIDF	45	105	1.0	5.0	0.2715
lmjm_0.4_rocchio_TFIDF	45	105	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	105	1.0	10.0	0.2793
lmjm_0.4_rocchio_TFIDF	45	105	1.0	12.5	0.281
lmjm_0.4_rocchio_TFIDF	45	105	1.0	15.0	0.282
lmjm_0.4_rocchio_TFIDF	45	105	1.0	17.5	0.2798
lmjm_0.4_rocchio_TFIDF	45	105	1.0	20.0	0.2794
lmjm_0.4_rocchio_TFIDF	45	105	1.0	22.5	0.2788
lmjm_0.4_rocchio_TFIDF	45	105	1.0	25.0	0.2793
lmjm_0.4_rocchio_TFIDF	45	105	1.0	27.5	0.2788
lmjm_0.4_rocchio_TFIDF	45	105	1.0	30.0	0.2777
lmjm_0.4_rocchio_TFIDF	45	105	1.0	32.5	0.2769
lmjm_0.4_rocchio_TFIDF	45	105	1.0	35.0	0.2755
lmjm_0.4_rocchio_TFIDF	45	105	1.0	40.0	0.2739
lmjm_0.4_rocchio_TFIDF	45	105	1.0	45.0	0.2725
lmjm_0.4_rocchio_TFIDF	45	110	1.0	5.0	0.2725
lmjm_0.4_rocchio_TFIDF	45	110	1.0	7.5	0.2768
lmjm_0.4_rocchio_TFIDF	45	110	1.0	10.0	0.2791
lmjm_0.4_rocchio_TFIDF	45	110	1.0	12.5	0.2809
lmjm_0.4_rocchio_TFIDF	45	110	1.0	15.0	0.2819
lmjm_0.4_rocchio_TFIDF	45	110	1.0	17.5	0.2797
lmjm_0.4_rocchio_TFIDF	45	110	1.0	20.0	0.2791
lmjm_0.4_rocchio_TFIDF	45	110	1.0	22.5	0.2781
lmjm_0.4_rocchio_TFIDF	45	110	1.0	25.0	0.2778
lmjm_0.4_rocchio_TFIDF	45	110	1.0	27.5	0.2776
lmjm_0.4_rocchio_TFIDF	45	110	1.0	30.0	0.2764
lmjm_0.4_rocchio_TFIDF	45	110	1.0	32.5	0.2758
lmjm_0.4_rocchio_TFIDF	45	110	1.0	35.0	0.2749
lmjm_0.4_rocchio_TFIDF	45	110	1.0	37.5	0.2742
lmjm_0.4_rocchio_TFIDF	45	110	1.0	40.0	0.2737
lmjm_0.4_rocchio_TFIDF	45	110	1.0	42.5	0.2728
lmjm_0.4_rocchio_TFIDF	45	110	1.0	45.0	0.2721
lmjm_0.4_rocchio_TFIDF	45	115	1.0	5.0	0.2725
lmjm_0.4_rocchio_TFIDF	45	115	1.0	7.5	0.2767
lmjm_0.4_rocchio_TFIDF	45	115	1.0	10.0	0.2787
lmjm_0.4_rocchio_TFIDF	45	115	1.0	12.5	0.2806
lmjm_0.4_rocchio_TFIDF	45	115	1.0	15.0	0.2812
lmjm_0.4_rocchio_TFIDF	45	115	1.0	17.5	0.2792
lmjm_0.4_rocchio_TFIDF	45	115	1.0	20.0	0.2787
lmjm_0.4_rocchio_TFIDF	45	115	1.0	22.5	0.2782
lmjm_0.4_rocchio_TFIDF	45	115	1.0	25.0	0.2784
lmjm_0.4_rocchio_TFIDF	45	115	1.0	27.5	0.2771
lmjm_0.4_rocchio_TFIDF	45	115	1.0	30.0	0.2765
lmjm_0.4_rocchio_TFIDF	45	115	1.0	32.5	0.2759
lmjm_0.4_rocchio_TFIDF	45	115	1.0	35.0	0.2746
lmjm_0.4_rocchio_TFIDF	45	115	1.0	37.5	0.274
lmjm_0.4_rocchio_TFIDF	45	115	1.0	40.0	0.2734
lmjm_0.4_rocchio_TFIDF	45	115	1.0	42.5	0.2726
lmjm_0.4_rocchio_TFIDF	45	115	1.0	45.0	0.2713
lmjm_0.4_rocchio_TFIDF	45	120	1.0	5.0	0.2696
lmjm_0.4_rocchio_TFIDF	45	120	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	120	1.0	10.0	0.2781
lmjm_0.4_rocchio_TFIDF	45	120	1.0	12.5	0.2809
lmjm_0.4_rocchio_TFIDF	45	120	1.0	15.0	0.2812
lmjm_0.4_rocchio_TFIDF	45	120	1.0	17.5	0.2797
lmjm_0.4_rocchio_TFIDF	45	120	1.0	20.0	0.2788
lmjm_0.4_rocchio_TFIDF	45	120	1.0	22.5	0.2783
lmjm_0.4_rocchio_TFIDF	45	120	1.0	25.0	0.2785
lmjm_0.4_rocchio_TFIDF	45	120	1.0	27.5	0.2776
lmjm_0.4_rocchio_TFIDF	45	120	1.0	30.0	0.2772
lmjm_0.4_rocchio_TFIDF	45	120	1.0	32.5	0.2759
lmjm_0.4_rocchio_TFIDF	45	120	1.0	35.0	0.2752
lmjm_0.4_rocchio_TFIDF	45	120	1.0	40.0	0.2741
lmjm_0.4_rocchio_TFIDF	45	120	1.0	45.0	0.2715
lmjm_0.4_rocchio_TFIDF	45	130	1.0	5.0	0.27
lmjm_0.4_rocchio_TFIDF	45	130	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	130	1.0	10.0	0.2786
lmjm_0.4_rocchio_TFIDF	45	130	1.0	12.5	0.2808
lmjm_0.4_rocchio_TFIDF	45	130	1.0	15.0	0.2812
lmjm_0.4_rocchio_TFIDF	45	130	1.0	17.5	0.2792
lmjm_0.4_rocchio_TFIDF	45	130	1.0	20.0	0.2779
lmjm_0.4_rocchio_TFIDF	45	130	1.0	22.5	0.2786
lmjm_0.4_rocchio_TFIDF	45	130	1.0	25.0	0.2785
lmjm_0.4_rocchio_TFIDF	45	130	1.0	27.5	0.2777
lmjm_0.4_rocchio_TFIDF	45	130	1.0	30.0	0.2772
lmjm_0.4_rocchio_TFIDF	45	130	1.0	32.5	0.2761
lmjm_0.4_rocchio_TFIDF	45	130	1.0	35.0	0.2755
lmjm_0.4_rocchio_TFIDF	45	130	1.0	40.0	0.2734
lmjm_0.4_rocchio_TFIDF	45	130	1.0	45.0	0.2715
lmjm_0.4_rocchio_TFIDF	45	135	1.0	5.0	0.2701
lmjm_0.4_rocchio_TFIDF	45	135	1.0	7.5	0.277
lmjm_0.4_rocchio_TFIDF	45	135	1.0	10.0	0.2792
lmjm_0.4_rocchio_TFIDF	45	135	1.0	12.5	0.2811
lmjm_0.4_rocchio_TFIDF	45	135	1.0	15.0	0.2813
lmjm_0.4_rocchio_TFIDF	45	135	1.0	17.5	0.2786
lmjm_0.4_rocchio_TFIDF	45	135	1.0	20.0	0.2783
lmjm_0.4_rocchio_TFIDF	45	135	1.0	22.5	0.2782
lmjm_0.4_rocchio_TFIDF	45	135	1.0	25.0	0.278
lmjm_0.4_rocchio_TFIDF	45	135	1.0	27.5	0.277
lmjm_0.4_rocchio_TFIDF	45	135	1.0	30.0	0.2766
lmjm_0.4_rocchio_TFIDF	45	135	1.0	32.5	0.2758
lmjm_0.4_rocchio_TFIDF	45	135	1.0	35.0	0.2754
lmjm_0.4_rocchio_TFIDF	45	135	1.0	40.0	0.2739
lmjm_0.4_rocchio_TFIDF	45	135	1.0	45.0	0.2716
lmjm_0.4_rocchio_TFIDF	45	140	1.0	5.0	0.2703
lmjm_0.4_rocchio_TFIDF	45	140	1.0	7.5	0.2786
lmjm_0.4_rocchio_TFIDF	45	140	1.0	10.0	0.2792
lmjm_0.4_rocchio_TFIDF	45	140	1.0	12.5	0.2814
lmjm_0.4_rocchio_TFIDF	45	140	1.0	15.0	0.2816
lmjm_0.4_rocchio_TFIDF	45	140	1.0	17.5	0.2798
lmjm_0.4_rocchio_TFIDF	45	140	1.0	20.0	0.2784
lmjm_0.4_rocchio_TFIDF	45	140	1.0	22.5	0.2782
lmjm_0.4_rocchio_TFIDF	45	140	1.0	25.0	0.2778
lmjm_0.4_rocchio_TFIDF	45	140	1.0	27.5	0.2777
lmjm_0.4_rocchio_TFIDF	45	140	1.0	30.0	0.2775
lmjm_0.4_rocchio_TFIDF	45	140	1.0	32.5	0.2766
lmjm_0.4_rocchio_TFIDF	45	140	1.0	35.0	0.2753
lmjm_0.4_rocchio_TFIDF	45	140	1.0	40.0	0.2734
lmjm_0.4_rocchio_TFIDF	45	140	1.0	45.0	0.2714
lmjm_0.4_rocchio_TFIDF	45	145	1.0	5.0	0.2701
lmjm_0.4_rocchio_TFIDF	45	145	1.0	7.5	0.2782
lmjm_0.4_rocchio_TFIDF	45	145	1.0	10.0	0.279
lmjm_0.4_rocchio_TFIDF	45	145	1.0	12.5	0.2817
lmjm_0.4_rocchio_TFIDF	45	145	1.0	15.0	0.2815
lmjm_0.4_rocchio_TFIDF	45	145	1.0	17.5	0.2799
lmjm_0.4_rocchio_TFIDF	45	145	1.0	20.0	0.2783
lmjm_0.4_rocchio_TFIDF	45	145	1.0	22.5	0.278
lmjm_0.4_rocchio_TFIDF	45	145	1.0	25.0	0.2774
lmjm_0.4_rocchio_TFIDF	45	145	1.0	27.5	0.2767
lmjm_0.4_rocchio_TFIDF	45	145	1.0	30.0	0.2761
lmjm_0.4_rocchio_TFIDF	45	145	1.0	32.5	0.2754
lmjm_0.4_rocchio_TFIDF	45	145	1.0	35.0	0.2753
lmjm_0.4_rocchio_TFIDF	45	145	1.0	40.0	0.2735
lmjm_0.4_rocchio_TFIDF	45	145	1.0	45.0	0.2709
lmjm_0.4_rocchio_TFIDF	45	150	1.0	5.0	0.2703
lmjm_0.4_rocchio_TFIDF	45	150	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	150	1.0	10.0	0.2791
lmjm_0.4_rocchio_TFIDF	45	150	1.0	12.5	0.2809
lmjm_0.4_rocchio_TFIDF	45	150	1.0	15.0	0.2815
lmjm_0.4_rocchio_TFIDF	45	150	1.0	17.5	0.279
lmjm_0.4_rocchio_TFIDF	45	150	1.0	20.0	0.2783
lmjm_0.4_rocchio_TFIDF	45	150	1.0	22.5	0.2781
lmjm_0.4_rocchio_TFIDF	45	150	1.0	25.0	0.2773
lmjm_0.4_rocchio_TFIDF	45	150	1.0	27.5	0.2766
lmjm_0.4_rocchio_TFIDF	45	150	1.0	30.0	0.2774
lmjm_0.4_rocchio_TFIDF	45	150	1.0	32.5	0.2762
lmjm_0.4_rocchio_TFIDF	45	150	1.0	35.0	0.2754
lmjm_0.4_rocchio_TFIDF	45	150	1.0	40.0	0.2735
lmjm_0.4_rocchio_TFIDF	45	150	1.0	45.0	0.2717
lmjm_0.4_rocchio_TFIDF	45	155	1.0	5.0	0.2704
lmjm_0.4_rocchio_TFIDF	45	155	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	155	1.0	10.0	0.2796
lmjm_0.4_rocchio_TFIDF	45	155	1.0	12.5	0.2812
lmjm_0.4_rocchio_TFIDF	45	155	1.0	15.0	0.2817
lmjm_0.4_rocchio_TFIDF	45	155	1.0	17.5	0.2789
lmjm_0.4_rocchio_TFIDF	45	155	1.0	20.0	0.2783
lmjm_0.4_rocchio_TFIDF	45	155	1.0	22.5	0.278
lmjm_0.4_rocchio_TFIDF	45	155	1.0	25.0	0.2772
lmjm_0.4_rocchio_TFIDF	45	155	1.0	27.5	0.2776
lmjm_0.4_rocchio_TFIDF	45	155	1.0	30.0	0.2771
lmjm_0.4_rocchio_TFIDF	45	155	1.0	32.5	0.276
lmjm_0.4_rocchio_TFIDF	45	155	1.0	35.0	0.2755
lmjm_0.4_rocchio_TFIDF	45	155	1.0	40.0	0.2734
lmjm_0.4_rocchio_TFIDF	45	155	1.0	45.0	0.2716
lmjm_0.4_rocchio_TFIDF	45	160	1.0	5.0	0.2704
lmjm_0.4_rocchio_TFIDF	45	160	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	160	1.0	10.0	0.2796
lmjm_0.4_rocchio_TFIDF	45	160	1.0	12.5	0.2808
lmjm_0.4_rocchio_TFIDF	45	160	1.0	15.0	0.2814
lmjm_0.4_rocchio_TFIDF	45	160	1.0	17.5	0.2785
lmjm_0.4_rocchio_TFIDF	45	160	1.0	20.0	0.278
lmjm_0.4_rocchio_TFIDF	45	160	1.0	22.5	0.2779
lmjm_0.4_rocchio_TFIDF	45	160	1.0	25.0	0.2777
lmjm_0.4_rocchio_TFIDF	45	160	1.0	27.5	0.2773
lmjm_0.4_rocchio_TFIDF	45	160	1.0	30.0	0.2767
lmjm_0.4_rocchio_TFIDF	45	160	1.0	32.5	0.2761
lmjm_0.4_rocchio_TFIDF	45	160	1.0	35.0	0.275
lmjm_0.4_rocchio_TFIDF	45	160	1.0	40.0	0.2727
lmjm_0.4_rocchio_TFIDF	45	160	1.0	45.0	0.2706
lmjm_0.4_rocchio_TFIDF	45	165	1.0	5.0	0.2705
lmjm_0.4_rocchio_TFIDF	45	165	1.0	7.5	0.2778
lmjm_0.4_rocchio_TFIDF	45	165	1.0	10.0	0.2791
lmjm_0.4_rocchio_TFIDF	45	165	1.0	12.5	0.2805
lmjm_0.4_rocchio_TFIDF	45	165	1.0	15.0	0.2816
lmjm_0.4_rocchio_TFIDF	45	165	1.0	17.5	0.2783
lmjm_0.4_rocchio_TFIDF	45	165	1.0	20.0	0.2782
lmjm_0.4_rocchio_TFIDF	45	165	1.0	22.5	0.2774
lmjm_0.4_rocchio_TFIDF	45	165	1.0	25.0	0.2773
lmjm_0.4_rocchio_TFIDF	45	165	1.0	27.5	0.2765
lmjm_0.4_rocchio_TFIDF	45	165	1.0	30.0	0.2764
lmjm_0.4_rocchio_TFIDF	45	165	1.0	32.5	0.2756
lmjm_0.4_rocchio_TFIDF	45	165	1.0	35.0	0.2746
lmjm_0.4_rocchio_TFIDF	45	165	1.0	40.0	0.2724
lmjm_0.4_rocchio_TFIDF	45	165	1.0	45.0	0.2707
